Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
|||||(-y,-x,z)|(y,x,z)|(-y,x,-z)|(y,-x,-z)
|||||(-x,-z,y)|(x,-z,-y)|(x,z,y)|(-x,z,-y)
|||||(-z,-y,x)|(-z,y,-x)|(z,-y,-x)|(z,y,x)
||96|k|..m|(x,x,z)|(-x,-x,z)|(-x,x,-z)|(x,-x,-z)
|||||(z,x,x)|(z,-x,-x)|(-z,-x,x)|(-z,x,-x)
|||||(x,z,x)|(-x,z,-x)|(x,-z,-x)|(-x,-z,x)
|||||(x,x,-z)|(-x,-x,-z)|(x,-x,z)|(-x,x,z)
|||||(x,z,-x)|(-x,z,x)|(-x,-z,-x)|(x,-z,x)
|||||(z,x,-x)|(z,-x,x)|(-z,x,x)|(-z,-x,-x)
||96|j|m..|(0,y,z)|(0,-y,z)|(0,y,-z)|(0,-y,-z)
|||||(z,0,y)|(z,0,-y)|(-z,0,y)|(-z,0,-y)
|||||(y,z,0)|(-y,z,0)|(y,-z,0)|(-y,-z,0)
|||||(y,0,-z)|(-y,0,-z)|(y,0,z)|(-y,0,z)
|||||(0,z,-y)|(0,z,y)|(0,-z,-y)|(0,-z,y)
|||||(z,y,0)|(z,-y,0)|(-z,y,0)|(-z,-y,0)
||48|i|m.m2|(1/2,y,y)|(1/2,-y,y)|(1/2,y,-y)|(1/2,-y,-y)
|||||(y,1/2,y)|(y,1/2,-y)|(-y,1/2,y)|(-y,1/2,-y)
|||||(y,y,1/2)|(-y,y,1/2)|(y,-y,1/2)|(-y,-y,1/2)
||48|h|m.m2|(0,y,y)|(0,-y,y)|(0,y,-y)|(0,-y,-y)
|||||(y,0,y)|(y,0,-y)|(-y,0,y)|(-y,0,-y)
|||||(y,y,0)|(-y,y,0)|(y,-y,0)|(-y,-y,0)
||48|g|2.mm|(x,1/4,1/4)|(-x,3/4,1/4)|(1/4,x,1/4)|(1/4,-x,3/4)
|||||(1/4,1/4,x)|(3/4,1/4,-x)|(1/4,x,3/4)|(3/4,-x,3/4)
|||||(x,1/4,3/4)|(-x,1/4,1/4)|(1/4,1/4,-x)|(1/4,3/4,x)
||32|f|.3m|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x,x,-x)|(-x,-x,-x)|(x,-x,x)|(-x,x,x)
||24|e|4m.m|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)||
||24|d|m.mm|(0,1/4,1/4)|(0,3/4,1/4)|(1/4,0,1/4)|(1/4,0,3/4)
|||||(1/4,1/4,0)|(3/4,1/4,0)||
||8|c|-43m|(1/4,1/4,1/4)|(1/4,1/4,3/4)||
||4|b|m-3m|(1/2,1/2,1/2)|||
||4|a|m-3m|(0,0,0)|||
F 4/m -3 2/c|524|||||||
||192|j|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y+1/2,x+1/2,-z+1/2)|(-y+1/2,-x+1/2,-z+1/2)|(y+1/2,-x+1/2,z+1/2)|(-y+1/2,x+1/2,z+1/2)
|||||(x+1/2,z+1/2,-y+1/2)|(-x+1/2,z+1/2,y+1/2)|(-x+1/2,-z+1/2,-y+1/2)|(x+1/2,-z+1/2,y+1/2)
|||||(z+1/2,y+1/2,-x+1/2)|(z+1/2,-y+1/2,x+1/2)|(-z+1/2,y+1/2,x+1/2)|(-z+1/2,-y+1/2,-x+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z)|(-x,y,z)
|||||(-z,-x,-y)|(-z,x,y)|(z,x,-y)|(z,-x,y)
|||||(-y,-z,-x)|(y,-z,x)|(-y,z,x)|(y,z,-x)
|||||(-y+1/2,-x+1/2,z+1/2)|(y+1/2,x+1/2,z+1/2)|(-y+1/2,x+1/2,-z+1/2)|(y+1/2,-x+1/2,-z+1/2)
|||||(-x+1/2,-z+1/2,y+1/2)|(x+1/2,-z+1/2,-y+1/2)|(x+1/2,z+1/2,y+1/2)|(-x+1/2,z+1/2,-y+1/2)
|||||(-z+1/2,-y+1/2,x+1/2)|(-z+1/2,y+1/2,-x+1/2)|(z+1/2,-y+1/2,-x+1/2)|(z+1/2,y+1/2,x+1/2)
||96|i|m..|(0,y,z)|(0,-y,z)|(0,y,-z)|(0,-y,-z)
|||||(z,0,y)|(z,0,-y)|(-z,0,y)|(-z,0,-y)
|||||(y,z,0)|(-y,z,0)|(y,-z,0)|(-y,-z,0)
|||||(y+1/2,1/2,-z+1/2)|(-y+1/2,1/2,-z+1/2)|(y+1/2,1/2,z+1/2)|(-y+1/2,1/2,z+1/2)
|||||(1/2,z+1/2,-y+1/2)|(1/2,z+1/2,y+1/2)|(1/2,-z+1/2,-y+1/2)|(1/2,-z+1/2,y+1/2)
|||||(z+1/2,y+1/2,1/2)|(z+1/2,-y+1/2,1/2)|(-z+1/2,y+1/2,1/2)|(-z+1/2,-y+1/2,1/2)
||96|h|..2|(1/4,y,y)|(3/4,-y,y)|(3/4,y,-y)|(1/4,-y,-y)
|||||(y,1/4,y)|(y,3/4,-y)|(-y,3/4,y)|(-y,1/4,-y)
|||||(y,y,1/4)|(-y,y,3/4)|(y,-y,3/4)|(-y,-y,1/4)
|||||(3/4,-y,-y)|(1/4,y,-y)|(1/4,-y,y)|(3/4,y,y)
|||||(-y,3/4,-y)|(-y,1/4,y)|(y,1/4,-y)|(y,3/4,y)
|||||(-y,-y,3/4)|(y,-y,1/4)|(-y,y,1/4)|(y,y,3/4)
||64|g|.3.|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x+1/2,x+1/2,-x+1/2)|(-x+1/2,-x+1/2,-x+1/2)|(x+1/2,-x+1/2,x+1/2)|(-x+1/2,x+1/2,x+1/2)
|||||(-x,-x,-x)|(x,x,-x)|(x,-x,x)|(-x,x,x)
|||||(-x+1/2,-x+1/2,x+1/2)|(x+1/2,x+1/2,x+1/2)|(-x+1/2,x+1/2,-x+1/2)|(x+1/2,-x+1/2,-x+1/2)
||48|f|4..|(x,1/4,1/4)|(-x,3/4,1/4)|(1/4,x,1/4)|(1/4,-x,3/4)
|||||(1/4,1/4,x)|(3/4,1/4,-x)|(-x,3/4,3/4)|(x,1/4,3/4)
|||||(3/4,-x,3/4)|(3/4,x,1/4)|(3/4,3/4,-x)|(1/4,3/4,x)
||48|e|mm2..|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)|(1/2,x+1/2,1/2)|(1/2,-x+1/2,1/2)
|||||(x+1/2,1/2,1/2)|(-x+1/2,1/2,1/2)|(1/2,1/2,-x+1/2)|(1/2,1/2,x+1/2)
||24|d|4/m..|(0,1/4,1/4)|(0,3/4,1/4)|(1/4,0,1/4)|(1/4,0,3/4)
|||||(1/4,1/4,0)|(3/4,1/4,0)||
||24|c|-4m.2|(1/4,0,0)|(3/4,0,0)|(0,1/4,0)|(0,3/4,0)
|||||(0,0,1/4)|(0,0,3/4)||
||8|b|m-3.|(0,0,0)|(1/2,1/2,1/2)||
||8|a|432|(1/4,1/4,1/4)|(3/4,3/4,3/4)||
F 41/d -3 2/m|525|||||||
||192|i|1|(x,y,z)|(-x,-y+1/2,z+1/2)|(-x+1/2,y+1/2,-z)|(x+1/2,-y,-z+1/2)
|||||(z,x,y)|(z+1/2,-x,-y+1/2)|(-z,-x+1/2,y+1/2)|(-z+1/2,x+1/2,-y)
|||||(y,z,x)|(-y+1/2,z+1/2,-x)|(y+1/2,-z,-x+1/2)|(-y,-z+1/2,x+1/2)
|||||(y+3/4,x+1/4,-z+3/4)|(-y+1/4,-x+1/4,-z+1/4)|(y+1/4,-x+3/4,z+3/4)|(-y+3/4,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-y+3/4)|(-x+3/4,z+3/4,y+1/4)|(-x+1/4,-z+1/4,-y+1/4)|(x+1/4,-z+3/4,y+3/4)
|||||(z+3/4,y+1/4,-x+3/4)|(z+1/4,-y+3/4,x+3/4)|(-z+3/4,y+3/4,x+1/4)|(-z+1/4,-y+1/4,-x+1/4)
|||||(-x+1/4,-y+1/4,-z+1/4)|(x+1/4,y+3/4,-z+3/4)|(x+3/4,-y+3/4,z+1/4)|(-x+3/4,y+1/4,z+3/4)
|||||(-z+1/4,-x+1/4,-y+1/4)|(-z+3/4,x+1/4,y+3/4)|(z+1/4,x+3/4,-y+3/4)|(z+3/4,-x+3/4,y+1/4)
|||||(-y+1/4,-z+1/4,-x+1/4)|(y+3/4,-z+3/4,x+1/4)|(-y+3/4,z+1/4,x+3/4)|(y+1/4,z+3/4,-x+3/4)
|||||(-y+1/2,-x,z+1/2)|(y,x,z)|(-y,x+1/2,-z+1/2)|(y+1/2,-x+1/2,-z)
|||||(-x+1/2,-z,y+1/2)|(x+1/2,-z+1/2,-y)|(x,z,y)|(-x,z+1/2,-y+1/2)
|||||(-z+1/2,-y,x+1/2)|(-z,y+1/2,-x+1/2)|(z+1/2,-y+1/2,-x)|(z,y,x)
||96|h|..2|(1/8,y,-y+1/4)|(7/8,-y+1/2,-y+3/4)|(3/8,y+1/2,y+3/4)|(5/8,-y,y+1/4)
|||||(-y+1/4,1/8,y)|(-y+3/4,7/8,-y+1/2)|(y+3/4,3/8,y+1/2)|(y+1/4,5/8,-y)
|||||(y,-y+1/4,1/8)|(-y+1/2,-y+3/4,7/8)|(y+1/2,y+3/4,3/8)|(-y,y+1/4,5/8)
|||||(1/8,-y+1/4,y)|(3/8,y+3/4,y+1/2)|(7/8,-y+3/4,-y+1/2)|(5/8,y+1/4,-y)
|||||(y,1/8,-y+1/4)|(y+1/2,3/8,y+3/4)|(-y+1/2,7/8,-y+3/4)|(-y,5/8,y+1/4)
|||||(-y+1/4,y,1/8)|(y+3/4,y+1/2,3/8)|(-y+3/4,-y+1/2,7/8)|(y+1/4,-y,5/8)
||96|g|..m|(x,x,z)|(-x,-x+1/2,z+1/2)|(-x+1/2,x+1/2,-z)|(x+1/2,-x,-z+1/2)
|||||(z,x,x)|(z+1/2,-x,-x+1/2)|(-z,-x+1/2,x+1/2)|(-z+1/2,x+1/2,-x)
|||||(x,z,x)|(-x+1/2,z+1/2,-x)|(x+1/2,-z,-x+1/2)|(-x,-z+1/2,x+1/2)
|||||(x+3/4,x+1/4,-z+3/4)|(-x+1/4,-x+1/4,-z+1/4)|(x+1/4,-x+3/4,z+3/4)|(-x+3/4,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-x+3/4)|(-x+3/4,z+3/4,x+1/4)|(-x+1/4,-z+1/4,-x+1/4)|(x+1/4,-z+3/4,x+3/4)
|||||(z+3/4,x+1/4,-x+3/4)|(z+1/4,-x+3/4,x+3/4)|(-z+3/4,x+3/4,x+1/4)|(-z+1/4,-x+1/4,-x+1/4)
||48|f|2.mm|(x,0,0)|(-x,1/2,1/2)|(0,x,0)|(1/2,-x,1/2)
|||||(0,0,x)|(1/2,1/2,-x)|(3/4,x+1/4,3/4)|(1/4,-x+1/4,1/4)
|||||(x+3/4,1/4,3/4)|(-x+3/4,3/4,1/4)|(3/4,1/4,-x+3/4)|(1/4,3/4,x+3/4)
||32|e|.3m|(x,x,x)|(-x,-x+1/2,x+1/2)|(-x+1/2,x+1/2,-x)|(x+1/2,-x,-x+1/2)
|||||(x+3/4,x+1/4,-x+3/4)|(-x+1/4,-x+1/4,-x+1/4)|(x+1/4,-x+3/4,x+3/4)|(-x+3/4,x+3/4,x+1/4)
||16|d|.-3m|(5/8,5/8,5/8)|(3/8,7/8,1/8)|(7/8,1/8,3/8)|(1/8,3/8,7/8)
||16|c|.-3m|(1/8,1/8,1/8)|(7/8,3/8,5/8)|(3/8,5/8,7/8)|(5/8,7/8,3/8)
||8|b|-43m|(1/2,1/2,1/2)|(1/4,3/4,1/4)||
||8|a|-43m|(0,0,0)|(3/4,1/4,3/4)||
F 41/d -3 2/m|526|||||||
||192|i|1|(x,y,z)|(-x+3/4,-y+1/4,z+1/2)|(-x+1/4,y+1/2,-z+3/4)|(x+1/2,-y+3/4,-z+1/4)
|||||(z,x,y)|(z+1/2,-x+3/4,-y+1/4)|(-z+3/4,-x+1/4,y+1/2)|(-z+1/4,x+1/2,-y+3/4)
|||||(y,z,x)|(-y+1/4,z+1/2,-x+3/4)|(y+1/2,-z+3/4,-x+1/4)|(-y+3/4,-z+1/4,x+1/2)
|||||(y+3/4,x+1/4,-z+1/2)|(-y,-x,-z)|(y+1/4,-x+1/2,z+3/4)|(-y+1/2,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-y+1/2)|(-x+1/2,z+3/4,y+1/4)|(-x,-z,-y)|(x+1/4,-z+1/2,y+3/4)
|||||(z+3/4,y+1/4,-x+1/2)|(z+1/4,-y+1/2,x+3/4)|(-z+1/2,y+3/4,x+1/4)|(-z,-y,-x)
|||||(-x,-y,-z)|(x+1/4,y+3/4,-z+1/2)|(x+3/4,-y+1/2,z+1/4)|(-x+1/2,y+1/4,z+3/4)
|||||(-z,-x,-y)|(-z+1/2,x+1/4,y+3/4)|(z+1/4,x+3/4,-y+1/2)|(z+3/4,-x+1/2,y+1/4)
|||||(-y,-z,-x)|(y+3/4,-z+1/2,x+1/4)|(-y+1/2,z+1/4,x+3/4)|(y+1/4,z+3/4,-x+1/2)
|||||(-y+1/4,-x+3/4,z+1/2)|(y,x,z)|(-y+3/4,x+1/2,-z+1/4)|(y+1/2,-x+1/4,-z+3/4)
|||||(-x+1/4,-z+3/4,y+1/2)|(x+1/2,-z+1/4,-y+3/4)|(x,z,y)|(-x+3/4,z+1/2,-y+1/4)
|||||(-z+1/4,-y+3/4,x+1/2)|(-z+3/4,y+1/2,-x+1/4)|(z+1/2,-y+1/4,-x+3/4)|(z,y,x)
||96|h|..2|(0,y,-y)|(3/4,-y+1/4,-y+1/2)|(1/4,y+1/2,y+3/4)|(1/2,-y+3/4,y+1/4)
|||||(-y,0,y)|(-y+1/2,3/4,-y+1/4)|(y+3/4,1/4,y+1/2)|(y+1/4,1/2,-y+3/4)
|||||(y,-y,0)|(-y+1/4,-y+1/2,3/4)|(y+1/2,y+3/4,1/4)|(-y+3/4,y+1/4,1/2)
|||||(0,-y,y)|(1/4,y+3/4,y+1/2)|(3/4,-y+1/2,-y+1/4)|(1/2,y+1/4,-y+3/4)
|||||(y,0,-y)|(y+1/2,1/4,y+3/4)|(-y+1/4,3/4,-y+1/2)|(-y+3/4,1/2,y+1/4)
|||||(-y,y,0)|(y+3/4,y+1/2,1/4)|(-y+1/2,-y+1/4,3/4)|(y+1/4,-y+3/4,1/2)
||96|g|..m|(x,x,z)|(-x+3/4,-x+1/4,z+1/2)|(-x+1/4,x+1/2,-z+3/4)|(x+1/2,-x+3/4,-z+1/4)
|||||(z,x,x)|(z+1/2,-x+3/4,-x+1/4)|(-z+3/4,-x+1/4,x+1/2)|(-z+1/4,x+1/2,-x+3/4)
|||||(x,z,x)|(-x+1/4,z+1/2,-x+3/4)|(x+1/2,-z+3/4,-x+1/4)|(-x+3/4,-z+1/4,x+1/2)
|||||(x+3/4,x+1/4,-z+1/2)|(-x,-x,-z)|(x+1/4,-x+1/2,z+3/4)|(-x+1/2,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-x+1/2)|(-x+1/2,z+3/4,x+1/4)|(-x,-z,-x)|(x+1/4,-z+1/2,x+3/4)
|||||(z+3/4,x+1/4,-x+1/2)|(z+1/4,-x+1/2,x+3/4)|(-z+1/2,x+3/4,x+1/4)|(-z,-x,-x)
||48|f|2.mm|(x,1/8,1/8)|(-x+3/4,1/8,5/8)|(1/8,x,1/8)|(5/8,-x+3/4,1/8)
|||||(1/8,1/8,x)|(1/8,5/8,-x+3/4)|(7/8,x+1/4,3/8)|(7/8,-x,7/8)
|||||(x+3/4,3/8,3/8)|(-x+1/2,7/8,3/8)|(7/8,3/8,-x+1/2)|(3/8,3/8,x+3/4)
||32|e|.3m|(x,x,x)|(-x+3/4,-x+1/4,x+1/2)|(-x+1/4,x+1/2,-x+3/4)|(x+1/2,-x+3/4,-x+1/4)
|||||(x+3/4,x+1/4,-x+1/2)|(-x,-x,-x)|(x+1/4,-x+1/2,x+3/4)|(-x+1/2,x+3/4,x+1/4)
||16|d|.-3m|(1/2,1/2,1/2)|(1/4,3/4,0)|(3/4,0,1/4)|(0,1/4,3/4)
||16|c|.-3m|(0,0,0)|(3/4,1/4,1/2)|(1/4,1/2,3/4)|(1/2,3/4,1/4)
||8|b|-43m|(3/8,3/8,3/8)|(1/8,5/8,1/8)||
||8|a|-43m|(1/8,1/8,1/8)|(7/8,3/8,3/8)||
F 41/d -3 2/c|527|||||||
||192|h|1|(x,y,z)|(-x,-y+1/2,z+1/2)|(-x+1/2,y+1/2,-z)|(x+1/2,-y,-z+1/2)
|||||(z,x,y)|(z+1/2,-x,-y+1/2)|(-z,-x+1/2,y+1/2)|(-z+1/2,x+1/2,-y)
|||||(y,z,x)|(-y+1/2,z+1/2,-x)|(y+1/2,-z,-x+1/2)|(-y,-z+1/2,x+1/2)
|||||(y+3/4,x+1/4,-z+3/4)|(-y+1/4,-x+1/4,-z+1/4)|(y+1/4,-x+3/4,z+3/4)|(-y+3/4,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-y+3/4)|(-x+3/4,z+3/4,y+1/4)|(-x+1/4,-z+1/4,-y+1/4)|(x+1/4,-z+3/4,y+3/4)
|||||(z+3/4,y+1/4,-x+3/4)|(z+1/4,-y+3/4,x+3/4)|(-z+3/4,y+3/4,x+1/4)|(-z+1/4,-y+1/4,-x+1/4)
|||||(-x+3/4,-y+3/4,-z+3/4)|(x+3/4,y+1/4,-z+1/4)|(x+1/4,-y+1/4,z+3/4)|(-x+1/4,y+3/4,z+1/4)
|||||(-z+3/4,-x+3/4,-y+3/4)|(-z+1/4,x+3/4,y+1/4)|(z+3/4,x+1/4,-y+1/4)|(z+1/4,-x+1/4,y+3/4)
|||||(-y+3/4,-z+3/4,-x+3/4)|(y+1/4,-z+1/4,x+3/4)|(-y+1/4,z+3/4,x+1/4)|(y+3/4,z+1/4,-x+1/4)
|||||(-y,-x+1/2,z)|(y+1/2,x+1/2,z+1/2)|(-y+1/2,x,-z)|(y,-x,-z+1/2)
|||||(-x,-z+1/2,y)|(x,-z,-y+1/2)|(x+1/2,z+1/2,y+1/2)|(-x+1/2,z,-y)
|||||(-z,-y+1/2,x)|(-z+1/2,y,-x)|(z,-y,-x+1/2)|(z+1/2,y+1/2,x+1/2)
||96|g|..2|(1/8,y,-y+1/4)|(7/8,-y+1/2,-y+3/4)|(3/8,y+1/2,y+3/4)|(5/8,-y,y+1/4)
|||||(-y+1/4,1/8,y)|(-y+3/4,7/8,-y+1/2)|(y+3/4,3/8,y+1/2)|(y+1/4,5/8,-y)
|||||(y,-y+1/4,1/8)|(-y+1/2,-y+3/4,7/8)|(y+1/2,y+3/4,3/8)|(-y,y+1/4,5/8)
|||||(5/8,-y+3/4,y+1/2)|(7/8,y+1/4,y)|(3/8,-y+1/4,-y)|(1/8,y+3/4,-y+1/2)
|||||(y+1/2,5/8,-y+3/4)|(y,7/8,y+1/4)|(-y,3/8,-y+1/4)|(-y+1/2,1/8,y+3/4)
|||||(-y+3/4,y+1/2,5/8)|(y+1/4,y,7/8)|(-y+1/4,-y,3/8)|(y+3/4,-y+1/2,1/8)
||96|f|2..|(x,0,0)|(-x,1/2,1/2)|(0,x,0)|(1/2,-x,1/2)
|||||(0,0,x)|(1/2,1/2,-x)|(3/4,x+1/4,3/4)|(1/4,-x+1/4,1/4)
|||||(x+3/4,1/4,3/4)|(-x+3/4,3/4,1/4)|(3/4,1/4,-x+3/4)|(1/4,3/4,x+3/4)
|||||(-x+3/4,3/4,3/4)|(x+3/4,1/4,1/4)|(3/4,-x+3/4,3/4)|(1/4,x+3/4,1/4)
|||||(3/4,3/4,-x+3/4)|(1/4,1/4,x+3/4)|(0,-x+1/2,0)|(1/2,x+1/2,1/2)
|||||(-x,1/2,0)|(x,0,1/2)|(0,1/2,x)|(1/2,0,-x)
||64|e|.3.|(x,x,x)|(-x,-x+1/2,x+1/2)|(-x+1/2,x+1/2,-x)|(x+1/2,-x,-x+1/2)
|||||(x+3/4,x+1/4,-x+3/4)|(-x+1/4,-x+1/4,-x+1/4)|(x+1/4,-x+3/4,x+3/4)|(-x+3/4,x+3/4,x+1/4)
|||||(-x+3/4,-x+3/4,-x+3/4)|(x+3/4,x+1/4,-x+1/4)|(x+1/4,-x+1/4,x+3/4)|(-x+1/4,x+3/4,x+1/4)
|||||(-x,-x+1/2,x)|(x+1/2,x+1/2,x+1/2)|(-x+1/2,x,-x)|(x,-x,-x+1/2)
||48|d|-4..|(1/4,0,0)|(3/4,1/2,1/2)|(0,1/4,0)|(1/2,3/4,1/2)
|||||(0,0,1/4)|(1/2,1/2,3/4)|(3/4,1/2,3/4)|(1/4,0,1/4)
|||||(0,1/4,3/4)|(1/2,3/4,1/4)|(3/4,1/4,1/2)|(1/4,3/4,0)
||32|c|.-3.|(3/8,3/8,3/8)|(5/8,1/8,7/8)|(1/8,7/8,5/8)|(7/8,5/8,1/8)
|||||(1/8,5/8,3/8)|(7/8,7/8,7/8)|(5/8,3/8,1/8)|(3/8,1/8,5/8)
||32|b|0.32|(1/8,1/8,1/8)|(7/8,3/8,5/8)|(3/8,5/8,7/8)|(5/8,7/8,3/8)
|||||(5/8,5/8,5/8)|(7/8,3/8,1/8)|(3/8,1/8,7/8)|(1/8,7/8,3/8)
||16|a|23|(0,0,0)|(3/4,1/4,3/4)|(3/4,3/4,3/4)|(0,1/2,0)
F 41/d -3 2/c|528|||||||
||192|h|1|(x,y,z)|(-x+1/4,-y+3/4,z+1/2)|(-x+3/4,y+1/2,-z+1/4)|(x+1/2,-y+1/4,-z+3/4)
|||||(z,x,y)|(z+1/2,-x+1/4,-y+3/4)|(-z+1/4,-x+3/4,y+1/2)|(-z+3/4,x+1/2,-y+1/4)
|||||(y,z,x)|(-y+3/4,z+1/2,-x+1/4)|(y+1/2,-z+1/4,-x+3/4)|(-y+1/4,-z+3/4,x+1/2)
|||||(y+3/4,x+1/4,-z)|(-y+1/2,-x+1/2,-z+1/2)|(y+1/4,-x,z+3/4)|(-y,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-y)|(-x,z+3/4,y+1/4)|(-x+1/2,-z+1/2,-y+1/2)|(x+1/4,-z,y+3/4)
|||||(z+3/4,y+1/4,-x)|(z+1/4,-y,x+3/4)|(-z,y+3/4,x+1/4)|(-z+1/2,-y+1/2,-x+1/2)
|||||(-x,-y,-z)|(x+3/4,y+1/4,-z+1/2)|(x+1/4,-y+1/2,z+3/4)|(-x+1/2,y+3/4,z+1/4)
|||||(-z,-x,-y)|(-z+1/2,x+3/4,y+1/4)|(z+3/4,x+1/4,-y+1/2)|(z+1/4,-x+1/2,y+3/4)
|||||(-y,-z,-x)|(y+1/4,-z+1/2,x+3/4)|(-y+1/2,z+3/4,x+1/4)|(y+3/4,z+1/4,-x+1/2)
|||||(-y+1/4,-x+3/4,z)|(y+1/2,x+1/2,z+1/2)|(-y+3/4,x,-z+1/4)|(y,-x+1/4,-z+3/4)
|||||(-x+1/4,-z+3/4,y)|(x,-z+1/4,-y+3/4)|(x+1/2,z+1/2,y+1/2)|(-x+3/4,z,-y+1/4)
|||||(-z+1/4,-y+3/4,x)|(-z+3/4,y,-x+1/4)|(z,-y+1/4,-x+3/4)|(z+1/2,y+1/2,x+1/2)
||96|g|..2|(1/4,y,-y)|(0,-y+3/4,-y+1/2)|(1/2,y+1/2,y+1/4)|(3/4,-y+1/4,y+3/4)
|||||(-y,1/4,y)|(-y+1/2,0,-y+3/4)|(y+1/4,1/2,y+1/2)|(y+3/4,3/4,-y+1/4)
|||||(y,-y,1/4)|(-y+3/4,-y+1/2,0)|(y+1/2,y+1/4,1/2)|(-y+1/4,y+3/4,3/4)
|||||(3/4,-y,y)|(0,y+1/4,y+1/2)|(1/2,-y+1/2,-y+3/4)|(1/4,y+3/4,-y+1/4)
|||||(y,3/4,-y)|(y+1/2,0,y+1/4)|(-y+3/4,1/2,-y+1/2)|(-y+1/4,1/4,y+3/4)
|||||(-y,y,3/4)|(y+1/4,y+1/2,0)|(-y+1/2,-y+3/4,1/2)|(y+3/4,-y+1/4,1/4)
||96|f|2..|(x,1/8,1/8)|(-x+1/4,5/8,5/8)|(1/8,x,1/8)|(5/8,-x+1/4,5/8)
|||||(1/8,1/8,x)|(5/8,5/8,-x+1/4)|(7/8,x+1/4,7/8)|(3/8,-x+1/2,3/8)
|||||(x+3/4,3/8,7/8)|(-x,7/8,3/8)|(7/8,3/8,-x)|(3/8,7/8,x+3/4)
|||||(-x,7/8,7/8)|(x+3/4,3/8,3/8)|(7/8,-x,7/8)|(3/8,x+3/4,3/8)
|||||(7/8,7/8,-x)|(3/8,3/8,x+3/4)|(1/8,-x+3/4,1/8)|(5/8,x+1/2,5/8)
|||||(-x+1/4,5/8,1/8)|(x,1/8,5/8)|(1/8,5/8,x)|(5/8,1/8,-x+1/4)
||64|e|.3.|(x,x,x)|(-x+1/4,-x+3/4,x+1/2)|(-x+3/4,x+1/2,-x+1/4)|(x+1/2,-x+1/4,-x+3/4)
|||||(x+3/4,x+1/4,-x)|(-x+1/2,-x+1/2,-x+1/2)|(x+1/4,-x,x+3/4)|(-x,x+3/4,x+1/4)
|||||(-x,-x,-x)|(x+3/4,x+1/4,-x+1/2)|(x+1/4,-x+1/2,x+3/4)|(-x+1/2,x+3/4,x+1/4)
|||||(-x+1/4,-x+3/4,x)|(x+1/2,x+1/2,x+1/2)|(-x+3/4,x,-x+1/4)|(x,-x+1/4,-x+3/4)
||48|d|-4..|(7/8,1/8,1/8)|(3/8,5/8,5/8)|(1/8,7/8,1/8)|(5/8,3/8,5/8)
|||||(1/8,1/8,7/8)|(5/8,5/8,3/8)|(7/8,1/8,7/8)|(3/8,5/8,3/8)
|||||(5/8,3/8,7/8)|(1/8,7/8,3/8)|(7/8,3/8,1/8)|(3/8,7/8,5/8)
||32|c|.-3.|(0,0,0)|(1/4,3/4,1/2)|(3/4,1/2,1/4)|(1/2,1/4,3/4)
|||||(3/4,1/4,0)|(1/2,1/2,1/2)|(1/4,0,3/4)|(0,3/4,1/4)
||32|b|0.32|(1/4,1/4,1/4)|(0,1/2,3/4)|(1/2,3/4,0)|(3/4,0,1/2)
|||||(3/4,3/4,3/4)|(0,1/2,1/4)|(1/2,1/4,0)|(1/4,0,1/2)
||16|a|23|(1/8,1/8,1/8)|(7/8,3/8,7/8)|(7/8,7/8,7/8)|(1/8,5/8,1/8)
I 4/m -3 2/m|529|||||||
||96|l|1|(x,y,z)|(-x,-y,z)|(-x,y,-z)|(x,-y,-z)
|||||(z,x,y)|(z,-x,-y)|(-z,-x,y)|(-z,x,-y)
|||||(y,z,x)|(-y,z,-x)|(y,-z,-x)|(-y,-z,x)
|||||(y,x,-z)|(-y,-x,-z)|(y,-x,z)|(-y,x,z)
|||||(x,z,-y)|(-x,z,y)|(-x,-z,-y)|(x,-z,y)
|||||(z,y,-x)|(z,-y,x)|(-z,y,x)|(-z,-y,-x)
|||||(-x,-y,-z)|(x,y,-z)|(x,-y,z)|(-x,y,z)
|||||(-z,-x,-y)|(-z,x,y)|(z,x,-y)|(z,-x,y)
|||||(-y,-z,-x)|(y,-z,x)|(-y,z,x)|(y,z,-x)
|||||(-y,-x,z)|(y,x,z)|(-y,x,-z)|(y,-x,-z)
|||||(-x,-z,y)|(x,-z,-y)|(x,z,y)|(-x,z,-y)
